Name,Date of First Email Sent,Day of First Email Sent,Date of First Received Email,Date of Last Interaction,Current Stage,Previous Stage,Stages (Grouped),Response,State,Region,Tuition,Role,Grade,Financial Aid %,Sent Email Count,Received Email Count,Date Created,Outreach Type,Last Email From,# of families that we connected',Calls,Newsletter?
Glen Urquhart School,2024/03/15 10:42 PM,Friday,2024/03/20 5:20 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,MA,Northeast,35 - 40K,Academic Support Teacher,,,14,2,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Harbor Montessori,2024/04/15 11:36 PM,Monday,2024/04/20 5:37 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,WA,West,10 - 15K,Director of Development and Student Support,,,12,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Headwaters School,2024/03/23 1:11 AM,Saturday,2024/03/29 1:24 AM,2024/06/26 8:22 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,TX,South,20 - 25K,MS/HS Learning Specialist,,12,10,5,2024/03/22 6:33 AM,,j.mann@headwaters.org,,,Sent
Lake Country School,2024/04/29 11:14 PM,Monday,2024/05/04 1:39 AM,2024/06/26 8:21 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,MN,Midwest,15 - 20K,Learning Specialist,,25,11,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Maryland International Day School,2024/04/29 11:08 PM,Monday,2024/04/30 3:02 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,MD,South,10 - 15K,Head of School,,,8,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Mazel Day School,2024/03/08 11:45 PM,Friday,2024/03/13 9:09 PM,2024/06/26 8:19 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NY,Northeast,15 - 20K,Middle School Counselor,,,19,2,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Montessori School of San Antonio,2024/04/08 11:11 PM,Monday,2024/04/16 11:37 PM,2024/06/26 8:23 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,TX,South,15 - 20K,Counselor,,,9,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
North Shore Hebrew Academy High School,2024/03/08 11:46 PM,Friday,2024/03/15 1:41 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NY,Northeast,30 - 35K,Learning Specialist,,12,11,1,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Northwest Christian High School,2024/04/08 11:13 PM,Monday,2024/04/08 11:13 PM,2024/06/26 8:17 AM,Ghosted,"Engaged, Passed b/c own tutoring + EF, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive, Passed b/c own tutoring + EF",Responded,WA,West,10 - 15K,School Counselor,,,13,3,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Providence Classical School,2024/03/29 10:07 PM,Friday,2024/04/05 1:49 AM,2024/06/26 8:21 AM,Ghosted,"Engaged, Passed b/c own tutoring + EF, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive, Passed b/c own tutoring + EF",Responded,TX,South,15 - 20K,Dean of Academics,,25,10,2,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Sacred Heart School,2024/04/15 11:09 PM,Monday,2024/04/20 1:27 AM,2024/06/26 8:20 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,WA,West,15 - 20K,School Psychologist,,,9,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Sagemont Preparatory School,2024/02/24 8:14 AM,Saturday,2024/05/13 10:00 PM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported, Received Summer Drip","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,FL,South,25 - 30K,Upper Campus School Counselor,,10,10,1,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Saint Joseph Regional High School,2024/04/15 11:08 PM,Monday,2024/04/20 3:37 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NJ,Northeast,10 - 15K,Director of Counselling & Support Services,,,9,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
School of the Holy Child,2024/03/02 11:35 PM,Saturday,2024/04/30 11:22 PM,2024/06/26 8:25 AM,Ghosted,"Engaged, Scheduled phone call, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NY,Northeast,30 - 35K,Director of Professional Learning,,12,30,6,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Seton Hall Preparatory School,2024/01/29 11:36 PM,Monday,2024/02/03 2:45 AM,2024/06/26 8:21 AM,Ghosted,"Engaged, Contact Later, Will call (unresponsive 2x), Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NJ,Northeast,20 - 25K,Director of the Learning Assistance Program,,,37,5,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,
St. Catherine's Montessori School,2024/04/08 11:05 PM,Monday,2024/05/07 11:05 PM,2024/06/26 8:18 AM,Ghosted,,"New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,TX,South,15 - 20K,Academic Support Specialist,,,15,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
St. Monica Catholic School,2024/04/15 11:10 PM,Monday,2024/04/15 11:37 PM,2024/06/26 8:22 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,WA,West,10 - 15K,Director of Student Support,,25,9,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Torah Academy of Bergen County,2024/04/15 11:14 PM,Monday,2024/04/21 11:26 PM,2024/06/26 8:20 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NJ,Northeast,20 - 25K,Director of Student Support Services,,,9,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Trinity Episcopal School of Austin,2024/04/08 11:02 PM,Monday,2024/04/10 11:44 PM,2024/06/26 8:18 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,TX,South,25 - 30K,Middle School Learning Specialist,,15,10,2,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Washington Waldorf School,2024/04/22 11:33 PM,Monday,2024/04/27 1:42 AM,2024/06/26 8:19 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,MD,South,35 - 40K,School Counselor,,36,8,1,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Waterloo School,2024/04/08 11:08 PM,Monday,2024/04/13 3:40 AM,2024/06/26 8:23 AM,Ghosted,"Shared/will share our info with families, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Outreached our Services, Became Unresponsive",Responded,TX,South,15 - 20K,"Co-Founder, Humanities, College and Academic Advising",,29,18,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Woodinville Montessori School,2024/04/08 11:08 PM,Monday,2024/04/17 12:32 AM,2024/06/26 8:19 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,WA,West,25 - 30K,School Counselor,,16,14,3,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Woodland Hill Montessori School,2024/03/08 11:58 PM,Friday,2024/03/16 3:11 AM,2024/06/26 8:17 AM,Ghosted,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NY,Northeast,15 - 20K,School Counselor,,,12,2,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Antonian College Prep,2024/01/30 11:36 PM,Tuesday,2024/02/07 10:00 PM,2024/04/09 8:37 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,TX,South,10 - 15K,Dean of Academics,9-12,,6,1,2024/01/26 10:14 AM,,precious@efcoachtutors.com,,,Sent
Berkeley Preparatory School,2024/02/24 8:10 AM,Saturday,2024/02/24 8:10 AM,2024/05/31 7:58 AM,"Passed b/c own tutoring, EF / non-virtual","Shared/will share our info with families, Scheduled phone call, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,FL,South,30 - 35K,Director of Strategic Communications,,,24,11,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,Discovery chat,Sent
Cape Cod Academy,2024/03/08 11:48 PM,Friday,2024/03/12 11:38 PM,2024/04/09 8:37 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Contact Later, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,MA,Northeast,30 - 35K,"Assistant Head of School, Systems and Operations",,,9,3,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Covenant Academy,2024/03/29 11:09 PM,Friday,2024/04/05 9:39 PM,2024/06/14 9:44 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,TX,South,10 - 15K,"Director of Student Support, Grammar School Latin",,10,5,1,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Dallas Academy,2024/04/08 11:38 PM,Monday,2024/04/13 3:43 AM,2024/06/14 9:45 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,TX,South,20 - 25K,School Counselor,,,5,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Grapevine Faith Christian School,2024/03/29 11:01 PM,Friday,2024/03/29 11:01 PM,2024/06/14 9:39 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,TX,South,20 - 25K,College & Academic Advising,,,6,4,2024/03/29 6:09 AM,,michelle.taylor@grapevinefaith.com,,,Sent
Greenspring Montessori School,2024/04/29 11:03 PM,Monday,2024/04/29 11:03 PM,2024/06/14 9:42 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,MD,South,20 - 25K,Director of Student Support,,,5,2,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Griffin School,2024/03/23 1:04 AM,Saturday,2024/03/29 3:08 AM,2024/06/14 9:44 AM,"Passed b/c own tutoring, EF / non-virtual","Passed our info to school, Shared/will share our info with families, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Outreached our Services",Responded,TX,South,20 - 25K,Student Support,,20,21,4,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Hillel Torah North Suburban Day School,2024/03/02 11:36 PM,Saturday,2024/03/06 5:26 AM,2024/04/09 8:39 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,IL,Midwest,20 - 25K,Middle School Student Services Coordinator,,,4,1,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Hudson School,2024/04/15 11:30 PM,Monday,2024/05/08 12:58 AM,2024/06/14 9:41 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Unresponsive -- Intro, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,NJ,Northeast,25 - 30K,Counseling,,30,10,2,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Hyla School,2024/04/15 11:41 PM,Monday,2024/04/22 11:27 PM,2024/06/14 9:41 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,WA,West,25 - 30K,Dean of Students & School Counselor,,25,5,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Miami Country Day School,2024/01/29 11:35 PM,Monday,2024/01/29 11:48 PM,2024/04/09 8:37 AM,"Passed b/c own tutoring, EF / non-virtual","Contact Later, Sent Intro MM, Imported, Blocked","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",Responded,FL,South,45 - 50K,Student Success Network Coordinator,,28,10,4,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Plumfield Academy,2024/03/15 10:57 PM,Friday,2024/03/16 1:37 AM,2024/04/09 8:33 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,MA,Northeast,10 - 15K,"Administration, Parent, Teacher and Student Support",,25,4,2,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Portsmouth Christian Academy,2024/03/23 1:02 AM,Saturday,2024/03/27 1:11 AM,2024/04/23 7:28 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,NH,Northeast,15 - 20K,Dean of Academics & Mosaic Instructor,,,6,1,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Rockbridge Academy,2024/04/22 11:35 PM,Monday,2024/04/27 2:05 AM,2024/06/14 9:41 AM,"Passed b/c own tutoring, EF / non-virtual","Contact Later, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,MD,South,15 - 20K,Student Resource Coordinator,,,6,2,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Saddle River Day School,2024/01/29 11:39 PM,Monday,2024/01/29 11:42 PM,2024/04/23 7:30 AM,"Passed b/c own tutoring, EF / non-virtual","Will call (unresponsive 2x), Contact Later, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NJ,Northeast,45 - 50K,US Learning Specialist,,26,13,3,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Seattle Christian School,2024/04/08 11:08 PM,Monday,2024/04/18 3:25 AM,2024/06/14 9:41 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,WA,West,10 - 15K,MS/HS Guidance Counselor,,25,10,2,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Seattle Girls' School,2024/04/15 11:40 PM,Monday,2024/04/23 6:24 AM,2024/06/14 9:44 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,WA,West,35 - 40K,Student Support Specialist,,,5,1,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Southlands Christian Schools,2024/05/06 11:38 PM,Monday,2024/05/11 1:41 AM,2024/06/14 9:44 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,CA,West,10 - 15K,Vice Principal of Middle School,,,11,4,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
St. Anthony Elementary School,2024/04/15 11:01 PM,Monday,2024/04/16 3:13 AM,2024/06/14 9:43 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,WA,West,10 - 15K,School Counselor,,,4,2,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,Sent
St. Johns Country Day School,2024/02/24 11:06 PM,Saturday,2024/02/26 9:20 PM,2024/04/09 8:41 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,FL,South,20 - 25K,Director of Academic Services,,,7,2,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
St. Thomas School,2024/04/12 11:02 PM,Friday,2024/05/07 11:07 PM,2024/06/14 9:40 AM,"Passed b/c own tutoring, EF / non-virtual","Blocked, Contact Later, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",Responded,WA,West,35 - 40K,School Counselor,,10,9,2,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Stanford Online High School,2023/11/02 1:05 AM,Thursday,2023/11/02 1:05 AM,2024/04/10 1:07 PM,"Passed b/c own tutoring, EF / non-virtual","Blocked, Passed our info to school, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Outreached our Services, Blocked/Unsubscribe",Responded,CA,West,25 - 30K,High School Counselor,,,13,13,2023/11/01 9:36 AM,,precious@efcoachtutors.com,,,Sent
Stuart Country Day School of the Sacred Heart,2024/01/30 12:18 AM,Tuesday,2024/01/31 2:46 AM,2024/06/14 9:39 AM,"Passed b/c own tutoring, EF / non-virtual","Contact Later, Will call (unresponsive 2x), Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",Responded,NJ,Northeast,45 - 50K,Upper School Learning Specialist,,48,12,2,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Valor Christian High School,2024/01/29 11:39 PM,Monday,2024/01/29 11:45 PM,2024/04/09 8:37 AM,"Passed b/c own tutoring, EF / non-virtual","Contact Later, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,CO,West,20 - 25K,Academic Support-Accommodations Coordinator,,25,6,2,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Waldorf School of San Diego,2024/05/06 11:33 PM,Monday,2024/05/27 11:42 PM,2024/07/02 9:53 AM,"Passed b/c own tutoring, EF / non-virtual","Received Summer Drip, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,CA,West,20 - 25K,Education Support,,28,9,3,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,Sent
Western Reserve Academy,2024/01/10 12:13 AM,Wednesday,2024/01/10 12:13 AM,2024/06/14 9:45 AM,"Passed b/c own tutoring, EF / non-virtual","Blocked, Contact Later, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",Responded,OH,Midwest,45 - 50K,Learning Support Specialist,,48%,9,3,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,
Westview School,2024/04/08 11:42 PM,Monday,2024/04/11 2:47 AM,2024/06/14 9:45 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,TX,South,35 - 40K,Support Specialist,,24,5,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Winston School San Antonio,2024/04/08 11:37 PM,Monday,2024/04/13 3:45 AM,2024/06/14 9:38 AM,"Passed b/c own tutoring, EF / non-virtual","Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",Responded,TX,South,20 - 25K,School Counselor,,25,6,2,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Xaverian High School,2024/03/08 11:49 PM,Friday,2024/03/15 1:31 AM,2024/04/09 8:33 AM,"Passed b/c own tutoring, EF / non-virtual","Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,NY,Northeast,15 - 20K,Academic Dean,,,11,2,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Yew Chung International School (Sv),2024/02/24 8:09 AM,Saturday,2024/02/27 2:42 AM,2024/04/09 8:36 AM,"Passed b/c own tutoring, EF / non-virtual","Contact Later, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",Responded,FL,South,20 - 25K,Head of School / Western Co-Principal,,,5,2,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Hawthorne Christian Academy,2024/04/15 11:14 PM,Monday,2024/04/20 3:01 AM,2024/07/02 9:55 AM,Passed our info to school,"Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Outreached our Services",Responded,NJ,Northeast,15 - 20K,Director of School Counseling Services,,,10,2,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Lesley Ellis School,2024/03/15 10:56 PM,Friday,2024/03/20 12:10 AM,2024/07/02 9:53 AM,Passed our info to school,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,MA,Northeast,35 - 40K,Learning Support,,25,15,3,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Waldorf School of Lexington,2024/03/15 10:46 PM,Friday,2024/03/22 1:24 AM,2024/07/02 9:54 AM,Passed our info to school,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,MA,Northeast,25 - 30K,Learning Specialist,,,24,5,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
"2nd Nature Academy Elementary, Middle, High School",2024/03/23 1:13 AM,Saturday,2024/04/23 10:17 PM,2024/07/05 10:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NH,Northeast,15 - 20K,Head of School,,12,8,1,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Ability School,2024/04/22 11:34 PM,Monday,,2024/06/30 1:11 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,Headmistress,,35,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Abiqua School,2024/02/19 11:35 PM,Monday,,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,15 - 20K,Assistant Head of School,,17,10,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
